"SAMPLE_ID";"Formation_name";"form.nr";"GPS.latc";"GPS.longc";"Date.Collected";"Collectors";"Total";"Encrusted";"time.start";"time.end";"Span";"O18.mean";"O18.sd";"O18.min";"O18.max";"ca.mean";"ca.sd";"ca.min";"ca.max";"num.with.colonies";"Antarctothoa_tongima";"Escharoides_excavata";"Arachnopusia_unicornis";"Superspecies"
"109";"Upper Kai-iwi Shellbed";6;39.89798333;174.9257;"19.01.2014";"SR, LLH, KV";30;19;-0.68;-0.62;0.0600000000000001;4.66129032258065;0.259547579908885;4.09;5.08;1.25923076923077;0.184772902886288;1.09;1.66;18;0;0;2;17
"110";"Upper Kai-iwi Shellbed";6;39.89798333;174.9259;"19.01.2014";"SR, LLH, KV";30;19;-0.68;-0.62;0.0600000000000001;4.66129032258065;0.259547579908885;4.09;5.08;1.25923076923077;0.184772902886288;1.09;1.66;16;2;0;0;16
"111";"Upper Kai-iwi Shellbed";6;39.89798333;174.9259;"19.01.2014";"SR, LLH, KV";30;10;-0.68;-0.62;0.0600000000000001;4.66129032258065;0.259547579908885;4.09;5.08;1.25923076923077;0.184772902886288;1.09;1.66;10;0;0;0;10
"112";"Upper Kai-iwi Shellbed";6;39.89788333;174.9254833;"19.01.2014";"SR, LLH, KV";30;20;-0.68;-0.62;0.0600000000000001;4.66129032258065;0.259547579908885;4.09;5.08;1.25923076923077;0.184772902886288;1.09;1.66;20;1;0;1;20
"113";"Upper Kai-iwi Shellbed";6;39.8977;174.9254167;"19.01.2014";"SR, LLH, KV";30;17;-0.68;-0.62;0.0600000000000001;4.66129032258065;0.259547579908885;4.09;5.08;1.25923076923077;0.184772902886288;1.09;1.66;16;1;0;1;16
"114";"Nukumaru Brown Sand";8;39.8576;174.7869;"19.01.2014";"SR, LLH, KV";30;16;-2.03;-1.97;0.0599999999999998;3.5796;0.186781512289984;3.24;3.92;1.53631578947368;0.163578405472245;1.22;1.8;15;2;1;1;15
"116";"Nukumaru Brown Sand";8;39.85785;174.7852667;"19.01.2014";"SR, LLH, KV";30;12;-2.03;-1.97;0.0599999999999998;3.5796;0.186781512289984;3.24;3.92;1.53631578947368;0.163578405472245;1.22;1.8;12;3;2;0;12
"117";"Nukumaru Brown Sand";8;39.85763333;174.7870167;"19.01.2014";"SR, LLH, KV";30;6;-2.03;-1.97;0.0599999999999998;3.5796;0.186781512289984;3.24;3.92;1.53631578947368;0.163578405472245;1.22;1.8;6;1;0;0;5
"118";"Nukumaru Brown Sand";8;39.85758333;174.7878167;"19.01.2014";"SR, LLH, KV";30;19;-2.03;-1.97;0.0599999999999998;3.5796;0.186781512289984;3.24;3.92;1.53631578947368;0.163578405472245;1.22;1.8;18;1;3;0;18
"119";"Nukumaru Brown Sand";8;39.85765;174.78825;"19.01.2014";"SR, LLH, KV";30;10;-2.03;-1.97;0.0599999999999998;3.5796;0.186781512289984;3.24;3.92;1.53631578947368;0.163578405472245;1.22;1.8;9;0;0;1;9
"115A";"Nukumaru Brown Sand";8;39.85805;174.7842;"19.01.2014";"SR, LLH, KV";30;12;-2.03;-1.97;0.0599999999999998;3.5796;0.186781512289984;3.24;3.92;1.53631578947368;0.163578405472245;1.22;1.8;11;0;2;0;11
"115B";"Nukumaru Brown Sand";8;39.85791667;174.7848833;"19.01.2014";"SR, LLH, KV";30;14;-2.03;-1.97;0.0599999999999998;3.5796;0.186781512289984;3.24;3.92;1.53631578947368;0.163578405472245;1.22;1.8;14;0;0;0;14
